train_id,station_code,arr_sched,arr_actual,dep_sched,dep_actual,arr_delay,dep_delay
04217_2025-11-04,RUDAULI87KMH,2025-11-04 09:43,2025-11-04 09:54,2025-11-04 09:45,2025-11-04 09:45,11.0,0.0
04217_2025-11-04,DARYABAD110K,2025-11-04 10:13,2025-11-04 10:13,2025-11-04 10:15,2025-11-04 10:15,0.0,0.0
04217_2025-11-04,BARABANKI114,2025-11-04 11:02,2025-11-04 11:02,2025-11-04 11:04,2025-11-04 11:04,0.0,0.0
04217_2025-11-04,MALHOUR,2025-11-04 13:19,2025-11-04 13:19,2025-11-04 13:19,2025-11-04 13:19,0.0,0.0
04217_2025-11-04,ADSBYGOOGLEW,,,,,,
04217_2025-11-04,LUCKNOW,2025-11-04 11:45,2025-11-04 11:45,,,0.0,0.0
11057_2025-11-04,CSHIVAJIMAHT,,,2025-11-04 23:30,2025-11-04 23:30,0.0,0.0
11057_2025-11-04,DADAR36KMHR,2025-11-04 23:37,2025-11-04 23:37,2025-11-04 23:40,2025-11-04 23:40,0.0,0.0
11057_2025-11-04,THANE3KMHR,2025-11-04 00:02,2025-11-04 00:02,2025-11-04 00:05,2025-11-04 00:05,0.0,0.0
11057_2025-11-04,KALYAN69KMHR,2025-11-04 00:32,2025-11-04 00:32,2025-11-04 00:35,2025-11-04 00:35,0.0,0.0
11057_2025-11-04,KASARA98KMHR,2025-11-04 01:28,2025-11-04 01:28,2025-11-04 01:31,2025-11-04 01:31,0.0,0.0
11057_2025-11-04,DEVLALI87KMH,2025-11-04 02:43,2025-11-04 02:43,2025-11-04 02:44,2025-11-04 02:44,0.0,0.0
11057_2025-11-04,NASIKROAD81K,2025-11-04 02:50,2025-11-04 02:57,2025-11-04 02:55,2025-11-04 03:08,7.0,13.0
11057_2025-11-04,MANMAD128KMH,2025-11-04 04:02,2025-11-04 04:02,2025-11-04 04:05,2025-11-04 04:05,0.0,0.0
11057_2025-11-04,CHALISGAON12,2025-11-04 04:58,2025-11-04 04:58,2025-11-04 05:00,2025-11-04 05:00,0.0,0.0
11057_2025-11-04,PACHORA117KM,2025-11-04 05:28,2025-11-04 05:39,2025-11-04 05:30,2025-11-04 05:30,11.0,0.0
11057_2025-11-04,JALGAON99KMH,2025-11-04 06:13,2025-11-04 06:18,2025-11-04 06:15,2025-11-04 06:15,5.0,0.0
11057_2025-11-04,BHUSAVAL91KM,2025-11-04 06:45,2025-11-04 06:45,2025-11-04 06:50,2025-11-04 07:02,0.0,12.0
11057_2025-11-04,SAVDA45KMHR,2025-11-04 07:09,2025-11-04 07:09,2025-11-04 07:10,2025-11-04 07:10,0.0,0.0
11057_2025-11-04,RAVER115KMHR,2025-11-04 07:24,2025-11-04 07:24,2025-11-04 07:25,2025-11-04 07:25,0.0,0.0
11057_2025-11-04,BURHANPUR112,2025-11-04 07:43,2025-11-04 07:43,2025-11-04 07:45,2025-11-04 07:50,0.0,5.0
11057_2025-11-04,NEPANAGAR132,2025-11-04 08:08,2025-11-04 08:13,2025-11-04 08:10,2025-11-04 08:20,5.0,10.0
11057_2025-11-04,KHANDWAJUNCT,2025-11-04 09:15,2025-11-04 09:15,2025-11-04 09:20,2025-11-04 09:20,0.0,0.0
11057_2025-11-04,TALVADYA102K,2025-11-04 09:41,2025-11-04 09:41,2025-11-04 09:43,2025-11-04 09:43,0.0,0.0
11057_2025-11-04,CHHANERA153K,2025-11-04 10:04,2025-11-04 10:18,2025-11-04 10:06,2025-11-04 10:11,14.0,5.0
11057_2025-11-04,KHIRKIYA106K,2025-11-04 10:28,2025-11-04 10:35,2025-11-04 10:30,2025-11-04 10:30,7.0,0.0
11057_2025-11-04,HARDA125KMHR,2025-11-04 10:55,2025-11-04 10:55,2025-11-04 10:57,2025-11-04 10:57,0.0,0.0
11057_2025-11-04,TIMARNI102KM,2025-11-04 11:08,2025-11-04 11:08,2025-11-04 11:10,2025-11-04 11:10,0.0,0.0
11057_2025-11-04,BANAPURA117K,2025-11-04 11:30,2025-11-04 11:30,2025-11-04 11:32,2025-11-04 11:32,0.0,0.0
11057_2025-11-04,ITARSI408KMH,2025-11-04 12:25,2025-11-04 12:25,2025-11-04 12:35,2025-11-04 12:35,0.0,0.0
11057_2025-11-04,NARMADAPURAM,2025-11-04 12:52,2025-11-04 12:52,2025-11-04 12:54,2025-11-04 12:54,0.0,0.0
11057_2025-11-04,BUDNI73KMHR,2025-11-04 13:26,2025-11-04 13:26,2025-11-04 13:28,2025-11-04 14:04,0.0,36.0
11057_2025-11-04,OBAIDULLAGAN,2025-11-04 14:08,2025-11-04 14:08,2025-11-04 14:10,2025-11-04 14:10,0.0,0.0
11057_2025-11-04,MANDIDIP103K,2025-11-04 14:23,2025-11-04 14:23,2025-11-04 14:25,2025-11-04 14:33,0.0,8.0
11057_2025-11-04,RANIKAMALAPA,2025-11-04 14:46,2025-11-04 14:46,2025-11-04 14:48,2025-11-04 14:48,0.0,0.0
11057_2025-11-04,BHOPAL38KMHR,2025-11-04 15:25,2025-11-04 15:25,2025-11-04 15:30,2025-11-04 15:30,0.0,0.0
11057_2025-11-04,VIDISHA97KMH,2025-11-04 16:08,2025-11-04 16:08,2025-11-04 16:10,2025-11-04 16:10,0.0,0.0
11057_2025-11-04,GULABHGANJ11,2025-11-04 16:28,2025-11-04 16:38,2025-11-04 16:30,2025-11-04 16:30,10.0,0.0
11057_2025-11-04,GANJBASODA90,2025-11-04 16:45,2025-11-04 16:54,2025-11-04 16:47,2025-11-04 16:47,9.0,0.0
11057_2025-11-04,MANDIBAMORA1,2025-11-04 17:18,2025-11-04 17:23,2025-11-04 17:20,2025-11-04 17:20,5.0,0.0
11057_2025-11-04,BINA95KMHR,2025-11-04 17:50,2025-11-04 17:58,2025-11-04 17:55,2025-11-04 17:55,8.0,0.0
11057_2025-11-04,DHAURA112KMH,2025-11-04 18:20,2025-11-04 18:20,2025-11-04 18:21,2025-11-04 18:21,0.0,0.0
11057_2025-11-04,LALITPUR122K,2025-11-04 18:41,2025-11-04 18:41,2025-11-04 18:43,2025-11-04 18:43,0.0,0.0
11057_2025-11-04,TALBAHAT103K,2025-11-04 19:08,2025-11-04 19:13,2025-11-04 19:10,2025-11-04 19:10,5.0,0.0
11057_2025-11-04,BASAI32KMHR,2025-11-04 19:22,2025-11-04 19:22,2025-11-04 19:24,2025-11-04 19:30,0.0,6.0
11057_2025-11-04,BABINA95KMHR,2025-11-04 19:36,2025-11-04 19:36,2025-11-04 19:38,2025-11-04 19:38,0.0,0.0
11057_2025-11-04,VIRANGANALAK,2025-11-04 20:20,2025-11-04 20:20,2025-11-04 20:28,2025-11-04 20:28,0.0,0.0
11057_2025-11-04,DATIA114KMHR,2025-11-04 20:49,2025-11-04 20:49,2025-11-04 20:51,2025-11-04 20:51,0.0,0.0
11057_2025-11-04,DABRA89KMHR,2025-11-04 21:12,2025-11-04 21:26,2025-11-04 21:14,2025-11-04 21:14,14.0,0.0
11057_2025-11-04,GWALIOR128KM,2025-11-04 21:47,2025-11-04 21:47,2025-11-04 21:49,2025-11-04 21:49,0.0,0.0
11057_2025-11-04,MORENA101KMH,2025-11-04 22:15,2025-11-04 22:15,2025-11-04 22:17,2025-11-04 22:42,0.0,25.0
11057_2025-11-04,DHAULPUR107K,2025-11-04 23:00,2025-11-04 23:00,2025-11-04 23:02,2025-11-04 23:02,0.0,0.0
11057_2025-11-04,AGRACANTT144,2025-11-04 23:50,2025-11-04 23:50,2025-11-04 23:55,2025-11-04 23:55,0.0,0.0
11057_2025-11-04,MATHURA108KM,2025-11-04 00:40,2025-11-04 00:47,2025-11-04 00:45,2025-11-04 00:45,7.0,0.0
11057_2025-11-04,KOSIKALAN100,2025-11-04 01:12,2025-11-04 01:12,2025-11-04 01:14,2025-11-04 01:14,0.0,0.0
11057_2025-11-04,PALWAL151KMH,2025-11-04 02:23,2025-11-04 02:33,2025-11-04 02:25,2025-11-04 02:37,10.0,12.0
11057_2025-11-04,FARIDABAD83K,2025-11-04 02:47,2025-11-04 02:52,2025-11-04 02:49,2025-11-04 02:49,5.0,0.0
11057_2025-11-04,HAZRATNIZAMU,2025-11-04 03:07,2025-11-04 03:07,2025-11-04 03:09,2025-11-04 03:09,0.0,0.0
11057_2025-11-04,NEWDELHI42KM,2025-11-04 03:30,2025-11-04 03:30,2025-11-04 03:45,2025-11-04 03:45,0.0,0.0
11057_2025-11-04,SUBZIMANDI20,2025-11-04 03:59,2025-11-04 03:59,2025-11-04 04:01,2025-11-04 04:01,0.0,0.0
