train_id,station_code,arr_sched,arr_actual,dep_sched,dep_actual,arr_delay,dep_delay
53343_2025-11-04,KUMENDI,2025-11-04 11:57,2025-11-04 11:57,2025-11-04 11:59,2025-11-04 11:59,0.0,0.0
53343_2025-11-04,HEHEGARAHALT,2025-11-04 12:09,2025-11-04 12:09,2025-11-04 12:11,2025-11-04 12:11,0.0,0.0
53343_2025-11-04,CHHIPADOHAR,2025-11-04 12:21,2025-11-04 12:21,2025-11-04 12:23,2025-11-04 12:23,0.0,0.0
53343_2025-11-04,BARWADIH,2025-11-04 12:35,2025-11-04 12:35,2025-11-04 12:40,2025-11-04 12:40,0.0,0.0
53343_2025-11-04,MANGRA,2025-11-04 12:46,2025-11-04 12:46,2025-11-04 12:48,2025-11-04 12:48,0.0,0.0
53343_2025-11-04,KECKHI,2025-11-04 12:58,2025-11-04 12:58,2025-11-04 13:00,2025-11-04 13:00,0.0,0.0
53343_2025-11-04,CHIANKI,2025-11-04 13:05,2025-11-04 13:05,2025-11-04 13:07,2025-11-04 13:07,0.0,0.0
53343_2025-11-04,DALTONGANJ,2025-11-04 13:41,2025-11-04 13:41,2025-11-04 13:46,2025-11-04 13:46,0.0,0.0
53343_2025-11-04,KAJRI,2025-11-04 13:54,2025-11-04 13:54,2025-11-04 13:56,2025-11-04 13:56,0.0,0.0
53343_2025-11-04,RAJHURA,2025-11-04 14:03,2025-11-04 14:03,2025-11-04 14:05,2025-11-04 14:05,0.0,0.0
53343_2025-11-04,LALGARHBIHAR,2025-11-04 14:12,2025-11-04 14:12,2025-11-04 14:13,2025-11-04 14:13,0.0,0.0
53343_2025-11-04,TOLRA,2025-11-04 14:19,2025-11-04 14:19,2025-11-04 14:21,2025-11-04 14:21,0.0,0.0
53343_2025-11-04,GARWAROAD,2025-11-04 14:55,2025-11-04 14:55,2025-11-04 15:00,2025-11-04 15:00,0.0,0.0
53343_2025-11-04,GARHWA,2025-11-04 15:09,2025-11-04 15:09,2025-11-04 15:11,2025-11-04 15:11,0.0,0.0
53343_2025-11-04,MERALGRAM,2025-11-04 15:21,2025-11-04 15:21,2025-11-04 15:23,2025-11-04 15:23,0.0,0.0
53343_2025-11-04,RAMNA,2025-11-04 15:33,2025-11-04 15:33,2025-11-04 15:35,2025-11-04 15:35,0.0,0.0
53343_2025-11-04,NAGARUNTARI,2025-11-04 15:47,2025-11-04 15:47,2025-11-04 15:49,2025-11-04 15:49,0.0,0.0
53343_2025-11-04,WYNDHAMGANJ,2025-11-04 16:00,2025-11-04 16:00,2025-11-04 16:02,2025-11-04 16:02,0.0,0.0
53343_2025-11-04,MAHUARIYA,2025-11-04 16:12,2025-11-04 16:12,2025-11-04 16:14,2025-11-04 16:14,0.0,0.0
53343_2025-11-04,DUDDHINAGAR,2025-11-04 16:38,2025-11-04 16:38,2025-11-04 16:40,2025-11-04 16:40,0.0,0.0
53343_2025-11-04,JHAROKHAS,2025-11-04 16:51,2025-11-04 16:51,2025-11-04 16:53,2025-11-04 16:53,0.0,0.0
53343_2025-11-04,MUIRPURROAD,2025-11-04 17:02,2025-11-04 17:02,2025-11-04 17:04,2025-11-04 17:04,0.0,0.0
53343_2025-11-04,RENUKUT,2025-11-04 17:28,2025-11-04 17:28,2025-11-04 17:30,2025-11-04 17:30,0.0,0.0
53343_2025-11-04,JOGIDIH,2025-11-04 17:42,2025-11-04 17:42,2025-11-04 17:44,2025-11-04 17:44,0.0,0.0
53343_2025-11-04,GURMURA,2025-11-04 17:56,2025-11-04 17:56,2025-11-04 17:58,2025-11-04 17:58,0.0,0.0
53343_2025-11-04,SALAIBANWA,2025-11-04 18:05,2025-11-04 18:05,2025-11-04 18:07,2025-11-04 18:07,0.0,0.0
53343_2025-11-04,BILLI,2025-11-04 18:18,2025-11-04 18:18,2025-11-04 18:20,2025-11-04 18:20,0.0,0.0
53343_2025-11-04,CHOPAN,2025-11-04 20:20,2025-11-04 20:20,,,0.0,0.0
55086_2025-11-04,GOMTINAGAR,,,2025-11-04 05:40,2025-11-04 05:47,0.0,7.0
55086_2025-11-04,BADSHAHNAGAR,2025-11-04 05:50,2025-11-04 05:58,2025-11-04 05:53,2025-11-04 06:01,8.0,8.0
55086_2025-11-04,DALIGANJ51KM,2025-11-04 06:05,2025-11-04 06:10,2025-11-04 06:40,2025-11-04 06:40,5.0,0.0
55086_2025-11-04,MOHIBULLAPUR,2025-11-04 06:48,2025-11-04 07:13,2025-11-04 06:50,2025-11-04 07:15,25.0,25.0
55086_2025-11-04,BAKSHIKATALA,2025-11-04 06:59,2025-11-04 07:25,2025-11-04 07:01,2025-11-04 07:27,26.0,26.0
55086_2025-11-04,ITAUNJA,2025-11-04 07:12,2025-11-04 07:12,2025-11-04 07:13,2025-11-04 07:13,0.0,0.0
55086_2025-11-04,ATARIA26KMHR,2025-11-04 07:23,2025-11-04 07:49,2025-11-04 07:25,2025-11-04 07:51,26.0,26.0
55086_2025-11-04,MANWA,2025-11-04 07:31,2025-11-04 07:31,2025-11-04 07:32,2025-11-04 07:32,0.0,0.0
55086_2025-11-04,SIDHAULI19KM,2025-11-04 07:40,2025-11-04 08:05,2025-11-04 07:42,2025-11-04 08:08,25.0,26.0
55086_2025-11-04,SURAINCHAHAL,2025-11-04 07:50,2025-11-04 07:50,2025-11-04 07:51,2025-11-04 07:51,0.0,0.0
55086_2025-11-04,KAMLAPUR8KMH,2025-11-04 08:01,2025-11-04 08:21,2025-11-04 08:03,2025-11-04 08:23,20.0,20.0
55086_2025-11-04,BARAIJALALPU,2025-11-04 08:12,2025-11-04 08:12,2025-11-04 08:13,2025-11-04 08:13,0.0,0.0
55086_2025-11-04,KHAIRATABAD3,2025-11-04 08:26,2025-11-04 08:40,2025-11-04 08:28,2025-11-04 08:42,14.0,14.0
55086_2025-11-04,SITAPUR50KMH,2025-11-04 08:45,2025-11-04 08:53,2025-11-04 08:50,2025-11-04 08:57,8.0,7.0
55086_2025-11-04,BHURJIHABARA,2025-11-04 09:01,2025-11-04 09:01,2025-11-04 09:02,2025-11-04 09:02,0.0,0.0
55086_2025-11-04,JHAREKAPUR,2025-11-04 09:08,2025-11-04 09:08,2025-11-04 09:09,2025-11-04 09:09,0.0,0.0
55086_2025-11-04,PARSEHRAMAL,2025-11-04 09:15,2025-11-04 09:15,2025-11-04 09:16,2025-11-04 09:16,0.0,0.0
55086_2025-11-04,HARGAON45KMH,2025-11-04 09:22,2025-11-04 09:28,2025-11-04 09:24,2025-11-04 10:22,6.0,58.0
55086_2025-11-04,OEL,2025-11-04 09:34,2025-11-04 09:34,2025-11-04 09:35,2025-11-04 09:35,0.0,0.0
55086_2025-11-04,KADIPURSANIH,2025-11-04 09:41,2025-11-04 09:41,2025-11-04 09:42,2025-11-04 09:42,0.0,0.0
55086_2025-11-04,KHIRITOWN,2025-11-04 09:48,2025-11-04 09:48,2025-11-04 09:49,2025-11-04 09:49,0.0,0.0
55086_2025-11-04,LAKHIMPUR4KM,2025-11-04 09:55,2025-11-04 10:47,2025-11-04 09:57,2025-11-04 10:49,52.0,52.0
55086_2025-11-04,DEOKALI,2025-11-04 10:06,2025-11-04 10:06,2025-11-04 10:07,2025-11-04 10:07,0.0,0.0
55086_2025-11-04,PHARADAHAN6K,2025-11-04 10:16,2025-11-04 11:08,2025-11-04 10:18,2025-11-04 11:10,52.0,52.0
55086_2025-11-04,RAZAGANJ,2025-11-04 10:28,2025-11-04 10:28,2025-11-04 10:29,2025-11-04 10:29,0.0,0.0
55086_2025-11-04,BAHELIABUZUR,2025-11-04 10:34,2025-11-04 10:34,2025-11-04 10:35,2025-11-04 10:35,0.0,0.0
55086_2025-11-04,GOLAGOKARANA,2025-11-04 10:44,2025-11-04 11:33,2025-11-04 10:46,2025-11-04 11:35,49.0,49.0
55086_2025-11-04,BANKEGANJ86K,2025-11-04 11:56,2025-11-04 11:46,2025-11-04 11:58,2025-11-04 12:09,-10.0,11.0
55086_2025-11-04,MAILANI89KMH,2025-11-04 12:30,2025-11-04 12:25,2025-11-04 12:40,2025-11-04 12:40,-5.0,0.0
55086_2025-11-04,AKELAHANSPUR,2025-11-04 12:47,2025-11-04 12:47,2025-11-04 12:48,2025-11-04 12:48,0.0,0.0
55086_2025-11-04,SEHRAMAU31KM,2025-11-04 12:58,2025-11-04 12:59,2025-11-04 13:00,2025-11-04 13:01,1.0,1.0
55086_2025-11-04,ADSBYGOOGLEW,,,,,,
55086_2025-11-04,KURRAIYA,2025-11-04 13:08,2025-11-04 13:08,2025-11-04 13:09,2025-11-04 13:09,0.0,0.0
55086_2025-11-04,DUDHIYAKHURD,2025-11-04 13:21,2025-11-04 13:21,2025-11-04 13:23,2025-11-04 13:23,0.0,0.0
55086_2025-11-04,UDAIYAPURKHU,2025-11-04 13:29,2025-11-04 13:29,2025-11-04 13:30,2025-11-04 13:30,0.0,0.0
55086_2025-11-04,PURANPUR,2025-11-04 13:39,2025-11-04 13:39,2025-11-04 13:43,2025-11-04 13:43,0.0,0.0
55086_2025-11-04,PRASADPUR,2025-11-04 13:49,2025-11-04 13:49,2025-11-04 13:50,2025-11-04 13:50,0.0,0.0
55086_2025-11-04,SHAHGARH,2025-11-04 13:54,2025-11-04 13:54,2025-11-04 13:56,2025-11-04 13:56,0.0,0.0
55086_2025-11-04,SANDAI,2025-11-04 14:03,2025-11-04 14:03,2025-11-04 14:04,2025-11-04 14:04,0.0,0.0
55086_2025-11-04,MALA,2025-11-04 14:33,2025-11-04 14:33,2025-11-04 14:35,2025-11-04 14:35,0.0,0.0
55086_2025-11-04,DIYURI,2025-11-04 14:36,2025-11-04 14:36,2025-11-04 14:37,2025-11-04 14:37,0.0,0.0
55086_2025-11-04,PILIBHIT,2025-11-04 15:25,2025-11-04 15:25,,,0.0,0.0
04217_2025-11-04,VARANASI,,,2025-11-04 06:25,2025-11-04 06:29,0.0,4.0
04217_2025-11-04,BABATPUR65KM,2025-11-04 06:44,2025-11-04 06:56,2025-11-04 06:45,2025-11-04 06:58,12.0,13.0
04217_2025-11-04,JAUNPUR76KMH,2025-11-04 07:18,2025-11-04 07:45,2025-11-04 07:20,2025-11-04 07:47,27.0,27.0
04217_2025-11-04,SHAHGANJ105K,2025-11-04 07:48,2025-11-04 08:18,2025-11-04 07:50,2025-11-04 08:19,30.0,29.0
04217_2025-11-04,AKBARPUR117K,2025-11-04 08:22,2025-11-04 08:55,2025-11-04 08:24,2025-11-04 08:59,33.0,35.0
04217_2025-11-04,GOSHAINGANJ1,2025-11-04 08:40,2025-11-04 09:20,2025-11-04 08:41,2025-11-04 09:22,40.0,41.0
04217_2025-11-04,AYODHYADHAM7,2025-11-04 09:02,2025-11-04 10:04,2025-11-04 09:04,2025-11-04 10:08,62.0,64.0
04217_2025-11-04,RUDAULI87KMH,2025-11-04 09:43,2025-11-04 10:57,2025-11-04 09:45,2025-11-04 10:58,74.0,73.0
04217_2025-11-04,DARYABAD110K,2025-11-04 10:13,2025-11-04 11:18,2025-11-04 10:15,2025-11-04 11:21,65.0,66.0
04217_2025-11-04,BARABANKI114,2025-11-04 11:02,2025-11-04 11:53,2025-11-04 11:04,2025-11-04 11:58,51.0,54.0
04217_2025-11-04,MALHOUR,2025-11-04 13:19,2025-11-04 13:19,2025-11-04 13:19,2025-11-04 13:19,0.0,0.0
04217_2025-11-04,ADSBYGOOGLEW,,,,,,
04217_2025-11-04,LUCKNOW,2025-11-04 11:45,2025-11-04 11:45,,,0.0,0.0
11057_2025-11-04,CSHIVAJIMAHT,,,2025-11-04 23:30,2025-11-04 23:33,0.0,3.0
11057_2025-11-04,DADAR36KMHR,2025-11-04 23:37,2025-11-04 23:55,2025-11-04 23:40,2025-11-04 23:57,18.0,17.0
11057_2025-11-04,THANE3KMHR,2025-11-04 00:02,2025-11-04 00:17,2025-11-04 00:05,2025-11-04 00:20,15.0,15.0
11057_2025-11-04,KALYAN69KMHR,2025-11-04 00:32,2025-11-04 00:47,2025-11-04 00:35,2025-11-04 00:54,15.0,19.0
11057_2025-11-04,KASARA98KMHR,2025-11-04 01:28,2025-11-04 02:00,2025-11-04 01:31,2025-11-04 02:10,32.0,39.0
11057_2025-11-04,DEVLALI87KMH,2025-11-04 02:43,2025-11-04 03:15,2025-11-04 02:44,2025-11-04 03:17,32.0,33.0
11057_2025-11-04,NASIKROAD81K,2025-11-04 02:50,2025-11-04 03:24,2025-11-04 02:55,2025-11-04 03:27,34.0,32.0
11057_2025-11-04,MANMAD128KMH,2025-11-04 04:02,2025-11-04 04:22,2025-11-04 04:05,2025-11-04 04:26,20.0,21.0
11057_2025-11-04,CHALISGAON12,2025-11-04 04:58,2025-11-04 05:16,2025-11-04 05:00,2025-11-04 05:18,18.0,18.0
11057_2025-11-04,PACHORA117KM,2025-11-04 05:28,2025-11-04 05:55,2025-11-04 05:30,2025-11-04 05:57,27.0,27.0
11057_2025-11-04,JALGAON99KMH,2025-11-04 06:13,2025-11-04 06:43,2025-11-04 06:15,2025-11-04 06:45,30.0,30.0
11057_2025-11-04,BHUSAVAL91KM,2025-11-04 06:45,2025-11-04 07:10,2025-11-04 06:50,2025-11-04 07:22,25.0,32.0
11057_2025-11-04,SAVDA45KMHR,2025-11-04 07:09,2025-11-04 07:54,2025-11-04 07:10,2025-11-04 07:56,45.0,46.0
11057_2025-11-04,RAVER115KMHR,2025-11-04 07:24,2025-11-04 08:11,2025-11-04 07:25,2025-11-04 08:11,47.0,46.0
11057_2025-11-04,BURHANPUR112,2025-11-04 07:43,2025-11-04 08:29,2025-11-04 07:45,2025-11-04 08:32,46.0,47.0
11057_2025-11-04,NEPANAGAR132,2025-11-04 08:08,2025-11-04 08:51,2025-11-04 08:10,2025-11-04 08:56,43.0,46.0
11057_2025-11-04,KHANDWAJUNCT,2025-11-04 09:15,2025-11-04 09:47,2025-11-04 09:20,2025-11-04 09:51,32.0,31.0
11057_2025-11-04,TALVADYA102K,2025-11-04 09:41,2025-11-04 10:05,2025-11-04 09:43,2025-11-04 10:08,24.0,25.0
11057_2025-11-04,CHHANERA153K,2025-11-04 10:04,2025-11-04 10:27,2025-11-04 10:06,2025-11-04 10:41,23.0,35.0
11057_2025-11-04,KHIRKIYA106K,2025-11-04 10:28,2025-11-04 11:09,2025-11-04 10:30,2025-11-04 11:11,41.0,41.0
11057_2025-11-04,HARDA125KMHR,2025-11-04 10:55,2025-11-04 11:34,2025-11-04 10:57,2025-11-04 11:36,39.0,39.0
11057_2025-11-04,TIMARNI102KM,2025-11-04 11:08,2025-11-04 11:50,2025-11-04 11:10,2025-11-04 11:52,42.0,42.0
11057_2025-11-04,BANAPURA117K,2025-11-04 11:30,2025-11-04 12:15,2025-11-04 11:32,2025-11-04 12:17,45.0,45.0
11057_2025-11-04,ITARSI408KMH,2025-11-04 12:25,2025-11-04 12:25,2025-11-04 12:35,2025-11-04 13:05,0.0,30.0
11057_2025-11-04,NARMADAPURAM,2025-11-04 12:52,2025-11-04 13:31,2025-11-04 12:54,2025-11-04 13:32,39.0,38.0
11057_2025-11-04,BUDNI73KMHR,2025-11-04 13:26,2025-11-04 13:41,2025-11-04 13:28,2025-11-04 13:59,15.0,31.0
11057_2025-11-04,OBAIDULLAGAN,2025-11-04 14:08,2025-11-04 14:34,2025-11-04 14:10,2025-11-04 14:37,26.0,27.0
11057_2025-11-04,MANDIDIP103K,2025-11-04 14:23,2025-11-04 14:49,2025-11-04 14:25,2025-11-04 14:51,26.0,26.0
11057_2025-11-04,RANIKAMALAPA,2025-11-04 14:46,2025-11-04 15:02,2025-11-04 14:48,2025-11-04 15:15,16.0,27.0
11057_2025-11-04,BHOPAL38KMHR,2025-11-04 15:25,2025-11-04 15:29,2025-11-04 15:30,2025-11-04 15:35,4.0,5.0
11057_2025-11-04,VIDISHA97KMH,2025-11-04 16:08,2025-11-04 16:27,2025-11-04 16:10,2025-11-04 16:29,19.0,19.0
11057_2025-11-04,GULABHGANJ11,2025-11-04 16:28,2025-11-04 16:47,2025-11-04 16:30,2025-11-04 16:49,19.0,19.0
11057_2025-11-04,GANJBASODA90,2025-11-04 16:45,2025-11-04 17:08,2025-11-04 16:47,2025-11-04 17:10,23.0,23.0
11057_2025-11-04,MANDIBAMORA1,2025-11-04 17:18,2025-11-04 17:34,2025-11-04 17:20,2025-11-04 17:36,16.0,16.0
11057_2025-11-04,BINA95KMHR,2025-11-04 17:50,2025-11-04 17:53,2025-11-04 17:55,2025-11-04 17:57,3.0,2.0
11057_2025-11-04,DHAURA112KMH,2025-11-04 18:20,2025-11-04 18:27,2025-11-04 18:21,2025-11-04 18:30,7.0,9.0
11057_2025-11-04,LALITPUR122K,2025-11-04 18:41,2025-11-04 18:52,2025-11-04 18:43,2025-11-04 18:54,11.0,11.0
11057_2025-11-04,TALBAHAT103K,2025-11-04 19:08,2025-11-04 19:30,2025-11-04 19:10,2025-11-04 19:10,22.0,0.0
11057_2025-11-04,BASAI32KMHR,2025-11-04 19:22,2025-11-04 19:45,2025-11-04 19:24,2025-11-04 19:47,23.0,23.0
11057_2025-11-04,BABINA95KMHR,2025-11-04 19:36,2025-11-04 19:59,2025-11-04 19:38,2025-11-04 20:02,23.0,24.0
11057_2025-11-04,VIRANGANALAK,2025-11-04 20:20,2025-11-04 20:25,2025-11-04 20:28,2025-11-04 20:34,5.0,6.0
11057_2025-11-04,DATIA114KMHR,2025-11-04 20:49,2025-11-04 20:55,2025-11-04 20:51,2025-11-04 20:51,6.0,0.0
11057_2025-11-04,DABRA89KMHR,2025-11-04 21:12,2025-11-04 21:23,2025-11-04 21:14,2025-11-04 21:25,11.0,11.0
11057_2025-11-04,GWALIOR128KM,2025-11-04 21:47,2025-11-04 21:58,2025-11-04 21:49,2025-11-04 21:58,11.0,9.0
11057_2025-11-04,MORENA101KMH,2025-11-04 22:15,2025-11-04 22:34,2025-11-04 22:17,2025-11-04 22:48,19.0,31.0
11057_2025-11-04,DHAULPUR107K,2025-11-04 23:00,2025-11-04 23:13,2025-11-04 23:02,2025-11-04 23:15,13.0,13.0
11057_2025-11-04,AGRACANTT144,2025-11-04 23:50,2025-11-04 23:50,2025-11-04 23:55,2025-11-04 00:00,0.0,-1435.0
11057_2025-11-04,MATHURA108KM,2025-11-04 00:40,2025-11-04 00:48,2025-11-04 00:45,2025-11-04 00:53,8.0,8.0
11057_2025-11-04,KOSIKALAN100,2025-11-04 01:12,2025-11-04 01:32,2025-11-04 01:14,2025-11-04 01:35,20.0,21.0
11057_2025-11-04,PALWAL151KMH,2025-11-04 02:23,2025-11-04 02:02,2025-11-04 02:25,2025-11-04 02:26,-21.0,1.0
11057_2025-11-04,FARIDABAD83K,2025-11-04 02:47,2025-11-04 02:59,2025-11-04 02:49,2025-11-04 03:00,12.0,11.0
11057_2025-11-04,HAZRATNIZAMU,2025-11-04 03:07,2025-11-04 03:20,2025-11-04 03:09,2025-11-04 03:23,13.0,14.0
11057_2025-11-04,NEWDELHI42KM,2025-11-04 03:30,2025-11-04 03:38,2025-11-04 03:45,2025-11-04 03:54,8.0,9.0
11057_2025-11-04,SUBZIMANDI20,2025-11-04 03:59,2025-11-04 04:10,2025-11-04 04:01,2025-11-04 04:12,11.0,11.0
